sku,model_number,name,category,msrp,final_price,description,bullet_features,uri,release_date,in_stock
SR-G3WU65,MD08004831,65 Inch OLED G3 Series Stand and Back Cover,"[""b2c"", ""tv_and_home_theater"", ""tv_and_home_theater_accessories""]",149.99,74.9900,"Get information on the LG 65"" OLED G3 Series Stand and Back Cover (SR-G3WU65). Find pictures, reviews, and tech specs.","[{""priority"": ""1"", ""bullet_feature"": ""A Gallery-Worthy Stand\t""}, {""priority"": ""2"", ""bullet_feature"": ""Compatible with the following 2023 OLED TV's: 65 OLED G3 Series & 65 OLED G2 Series""}, {""priority"": ""3"", ""bullet_feature"": ""A center-mounted stand* that's made to show off the beauty of the LG OLED G3""}]",https://lg.com/us/tv-audio-video-accessories/lg-sr-g3wu65-gallery-stand,2023-07-26T00:00:00+00:00,Y
SR-G3WU55,MD08004832,55 Inch OLED G3 Series Stand and Back Cover,"[""b2c"", ""tv_and_home_theater"", ""tv_and_home_theater_accessories""]",149.99,149.9900,"Get information on the LG 55"" OLED G3 Series Stand and Back Cover (SR-G3WU55). Find pictures, reviews, and tech specs.","[{""priority"": ""1"", ""bullet_feature"": ""A Gallery-Worthy Stand""}, {""priority"": ""2"", ""bullet_feature"": ""Compatible with the following 2023 OLED TV's: 55 OLED G3 Series & 55 OLED G2 Series""}, {""priority"": ""3"", ""bullet_feature"": ""A center-mounted stand* that's made to show off the beauty of the LG OLED G3""}]",https://lg.com/us/tv-audio-video-accessories/lg-sr-g3wu55-gallery-stand,2023-07-26T00:00:00+00:00,Y
27LX5QKNA,MD09000065,LG StanbyME Go 27 Inch  Briefcase Design Touch Screen,"[""b2c"", ""best_sellers_gift_guide"", ""collections"", ""gift_guide"", ""lifestyle_products"", ""lifestyle_screens"", ""lifestyle_tvs"", ""tv_and_home_theater"", ""tvs""]",1199.99,1199.9900,LG StandbyME Go 27-Inch Class Portable Screen and Briefcase design,"[{""priority"": ""1"", ""bullet_feature"": ""Briefcase Design for on the go\t""}, {""priority"": ""2"", ""bullet_feature"": ""Wireless/Built-in Battery \t""}, {""priority"": ""3"", ""bullet_feature"": ""Fully Adjustable Touch Screen\t""}, {""priority"": ""4"", ""bullet_feature"": ""Smart Connectivity with WebOS & LG Channels""}, {""priority"": ""5"", ""bullet_feature"": ""Cinematic picture and sound with Dolby Atmos® & Vision®³""}, {""priority"": ""6"", ""bullet_feature"": ""The α7 processor analyzes content and adjusts picture and sound to best suit the genre""}]",https://lg.com/us/tvs/lg-27lx5qkna,2023-07-26T00:00:00+00:00,Y
OLED97M3PUA,MD09000084,LG SIGNATURE OLED M 97 Inch Class 4K Smart TV with Wireless Video & Audio Transfer,"[""b2c"", ""oled_evo_tvs"", ""oled_tvs"", ""tv_and_home_theater"", ""tvs""]",29999.99,14999.9900,The 97” OLED M series offers a premium TV setup with a wire-free Zero Connect box,"[{""priority"": ""1"", ""bullet_feature"": ""World’s 1st OLED with 4K 120hz wireless connectivity²""}, {""priority"": ""2"", ""bullet_feature"": ""Zero Connect Box wirelessly transmits HDMI sources to the TV""}, {""priority"": ""3"", ""bullet_feature"": ""One Wall Design with included wall bracket for virtually seamless wall mounting⁹""}, {""priority"": ""4"", ""bullet_feature"": ""Smart TV with Magic Remote and over 300 LG Channels⁶""}, {""priority"": ""5"", ""bullet_feature"": ""Cinematic picture and sound from Dolby Vision, Dolby Atmos®⁷ and Filmmaker Mode""}, {""priority"": ""6"", ""bullet_feature"": ""5-year panel warranty⁴""}]",https://lg.com/us/tvs/lg-oled97m3pua-oled-4k-tv,2023-07-31T00:00:00+00:00,Y
27SR50F-W,MD09006049,27 Inch Full HD IPS Smart Monitor with webOS and Built-in Speakers,"[""b2c"", ""computing"", ""monitors"", ""smart_monitors_with_webOS""]",219.99,219.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""27\"" FHD (1920 x 1080) IPS Display""}, {""priority"": ""2"", ""bullet_feature"": ""Smart Monitor with webOS 23""}, {""priority"": ""3"", ""bullet_feature"": ""ThinQ Home Dashboard & Magic Remote Support""}, {""priority"": ""4"", ""bullet_feature"": ""AirPlay 2, Screen Share, Bluetooth""}, {""priority"": ""5"", ""bullet_feature"": ""HDMI x2, USB x2 & Stereo Speaker""}, {""priority"": ""6"", ""bullet_feature"": ""HDR10, Flicker Safe & Reader Mode""}]",https://lg.com/us/monitors/lg-27sr50f-w-smart-monitor,2023-10-09T00:00:00+00:00,Y
OLED83M3PUA,MD09006104,LG OLED evo M Series 83 Inch Class 4K Smart TV with Wireless Video & Audio Transfer,"[""b2c"", ""collections"", ""gift_guide"", ""movie_lover_gift_guide"", ""oled_evo_tvs"", ""oled_tvs"", ""tv_and_home_theater"", ""tvs""]",7999.99,5499.9900,"The 83” OLED M series offers a premium, wire-free setup with the Zero Connect box","[{""priority"": ""1"", ""bullet_feature"": ""World’s 1st OLED with 4K 120hz wireless connectivity²""}, {""priority"": ""2"", ""bullet_feature"": ""Zero Connect Box wirelessly transmits HDMI sources to the TV""}, {""priority"": ""3"", ""bullet_feature"": ""One Wall Design with included wall bracket for virtually seamless wall mounting⁹""}, {""priority"": ""4"", ""bullet_feature"": ""Smart TV with Magic Remote and over 300 LG Channels⁶""}, {""priority"": ""5"", ""bullet_feature"": ""Cinematic picture and sound from Dolby Vision, Dolby Atmos®⁷ and Filmmaker Mode""}, {""priority"": ""6"", ""bullet_feature"": ""5-year panel warranty⁴""}]",https://lg.com/us/tvs/lg-oled83m3pua-oled-4k-tv,2023-07-31T00:00:00+00:00,Y
27GR95UM-B,MD09007145,27 Inch UltraGear™ MiniLED 4K UHD Nano IPS 144Hz Gaming Monitor with G-SYNC® Compatible & AMD FreeSync™ Premium Pro,"[""b2c"", ""monitors"", ""ultragear""]",1299.99,899.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""27\"" 4K UHD (3840 x 2160) IPS Display""}, {""priority"": ""2"", ""bullet_feature"": ""MiniLED with Nano IPS""}, {""priority"": ""3"", ""bullet_feature"": ""ATW Polarizer, G-Sync Compatible, AMD FreeSync Premium Pro""}, {""priority"": ""4"", ""bullet_feature"": ""1ms (GtG) & 144Hz Refresh Rate""}, {""priority"": ""5"", ""bullet_feature"": ""VESA DisplayHDR™ 1000 & up to DCI-P3 99.5%""}, {""priority"": ""6"", ""bullet_feature"": ""Tilt, Height, Pivot Adjustable Stand""}]",https://lg.com/us/monitors/lg-27gr95um-gaming-monitor,2023-12-31T00:00:00+00:00,Y
24MR400-B,MD09008525,24 Inch FHD 3-Side Borderless IPS 100Hz Monitor  with FreeSync™,"[""b2c"", ""b2c_fhd_monitors"", ""computing"", ""monitors""]",96.99,96.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""24\"" FHD (1920 x 1080) IPS Display""}, {""priority"": ""2"", ""bullet_feature"": ""100Hz Refresh Rate & AMD FreeSync™""}, {""priority"": ""3"", ""bullet_feature"": ""Dynamic Action Sync & Black Stabilizer""}, {""priority"": ""4"", ""bullet_feature"": ""Reader Mode & Flicker Safe""}, {""priority"": ""5"", ""bullet_feature"": ""OnScreen Control & Auto Input Switch""}, {""priority"": ""6"", ""bullet_feature"": ""3-Side Virtually Borderless Display""}]",https://lg.com/us/monitors/lg-24mr400-b,2023-10-02T00:00:00+00:00,Y
32MR50C-B,MD09008526,32 Inch FHD Curved 100Hz Monitor with FreeSync™,"[""b2c"", ""b2c_fhd_monitors"", ""computing"", ""monitors""]",179.99,179.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""32\"" FHD (1920 x 1080) Curved Display""}, {""priority"": ""2"", ""bullet_feature"": ""100Hz Refresh Rate & AMD FreeSync™""}, {""priority"": ""3"", ""bullet_feature"": ""Dynamic Action Sync & Black Stabilizer""}, {""priority"": ""4"", ""bullet_feature"": ""Reader Mode & Flicker Safe""}, {""priority"": ""5"", ""bullet_feature"": ""OnScreen Control & Auto Input Switch""}, {""priority"": ""6"", ""bullet_feature"": ""3-Side Virtually Borderless Display""}]",https://lg.com/us/monitors/lg-32mr50c-b-fhd-monitor,2023-10-27T00:00:00+00:00,Y
27MR400-B,MD09008529,27 Inch FHD 3-Side Borderless IPS 100Hz Monitor  with FreeSync™,"[""b2c"", ""b2c_fhd_monitors"", ""computing"", ""monitors""]",119.99,119.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""27\"" FHD (1920 x 1080) IPS Display""}, {""priority"": ""2"", ""bullet_feature"": ""100Hz Refresh Rate & AMD FreeSync™""}, {""priority"": ""3"", ""bullet_feature"": ""Dynamic Action Sync & Black Stabilizer""}, {""priority"": ""4"", ""bullet_feature"": ""Reader Mode & Flicker Safe""}, {""priority"": ""5"", ""bullet_feature"": ""OnScreen Control & Auto Input Switch""}, {""priority"": ""6"", ""bullet_feature"": ""3-Side Virtually Borderless Display""}]",https://lg.com/us/monitors/lg-27mr400-b,2023-10-02T00:00:00+00:00,Y
XT7S,MD09009576,LG StanbyME XT7 Bluetooth Speaker,"[""b2c"", ""lifestyle_audio"", ""lifestyle_products"", ""portable_bluetooth_speakers"", ""speakers"", ""tv_and_home_theater""]",199.99,199.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""Packed with powerful sound, the StanbyMe Speaker is the perfect companion to the StanbyMe Display""}, {""priority"": ""2"", ""bullet_feature"": ""Create the perfect harmony using the audio from the StanbyMe Display and StanbyMe Speaker ""}, {""priority"": ""3"", ""bullet_feature"": ""Charge, control and power your speaker directly from the StanbyMe Display""}, {""priority"": ""4"", ""bullet_feature"": ""Party all night with up to 16 hours of battery¹ ""}, {""priority"": ""5"", ""bullet_feature"": ""IPX5 water resistant² design for rain-or-shine.""}, {""priority"": ""6"", ""bullet_feature"": ""Monitor, manage and maximize your speaker's settings with the LG XBOOM app.""}]",https://lg.com/us/speakers/lg-xt7s-portable-bluetooth-speaker,2024-01-08T00:00:00+00:00,Y
45GR75DC-B,MD09011407,45 Inch UltraGear™ QHD 1440P 1ms 200Hz Curved Gaming Monitor with USB Type-C™,"[""b2c"", ""computing"", ""monitors"", ""ultragear""]",899.99,899.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""45\"" QHD (5120 x 1440) Curved (1500R) Display""}, {""priority"": ""2"", ""bullet_feature"": ""1ms (GtG) & 200Hz Refresh Rate""}, {""priority"": ""3"", ""bullet_feature"": ""Up to DCI-P3 95% (Typ.) & VESA DisplayHDR™ 600""}, {""priority"": ""4"", ""bullet_feature"": ""AMD FreeSync™ Premium Pro & Built-in KVM""}, {""priority"": ""5"", ""bullet_feature"": ""USB Type-C™ with 90 Power Delivery, HDMI 2.1 x2, DisplayPort x1, USB x3""}, {""priority"": ""6"", ""bullet_feature"": ""3-Side Virtually Borderless Design & Tilt/Height/Swivel Adjustable Stand""}]",https://lg.com/us/monitors/lg-45gr75dc-b-gaming-monitor,2023-10-09T00:00:00+00:00,Y
38WR85QC-W,MD09011417,38 Inch UltraWide™ Curved Monitor with WQHD Nano IPS Display with VESA DisplayHDR 600 and 144Hz Refresh Rate,"[""b2c"", ""monitors"", ""ultrawide""]",1199.99,1199.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""38\"" WQHD (3840 x 1600) Curved Nano IPS Display""}, {""priority"": ""2"", ""bullet_feature"": ""DCI-P3 98% (Typ.) & VESA DisplayHDR™ 600""}, {""priority"": ""3"", ""bullet_feature"": ""144Hz Refresh Rate & 1ms (GtG)""}, {""priority"": ""4"", ""bullet_feature"": ""NVIDIA® G-SYNC® Compatible & AMD FreeSync™ Premium Pro""}, {""priority"": ""5"", ""bullet_feature"": ""HDMI 2.1, USB Type-C 90W PD, Built-in KVM, Built-in Speaker""}, {""priority"": ""6"", ""bullet_feature"": ""3-Side Virtually Borderless Design & Tilt/Height/Swivel Adjustable Stand.""}]",https://lg.com/us/monitors/lg-38wr85qc-w-ultrawide-monitor,2023-12-30T00:00:00+00:00,Y
45GR65DC-B,MD09011428,45 Inch UltraGear™ QHD 1440P 1ms 200Hz Curved Gaming Monitor with VESA DisplayHDR™ 600,"[""b2c"", ""computing"", ""monitors"", ""ultragear""]",769.99,599.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""Massive 45\"" curved 32:9 display with sharp 5120x1440 QHD resolution""}, {""priority"": ""2"", ""bullet_feature"": ""Lightning 200Hz and 1ms response keep gameplay smooth and razor precise""}, {""priority"": ""3"", ""bullet_feature"": ""Experience up to 95% DCI-P3 color for stunning, cinematic visuals""}, {""priority"": ""4"", ""bullet_feature"": ""VESA DisplayHDR™ 600 adds brighter highlights and deeper in-game contrast""}, {""priority"": ""5"", ""bullet_feature"": ""FreeSync™ Premium Pro locks in seamless, tear-free high-FPS gameplay""}, {""priority"": ""6"", ""bullet_feature"": ""HDMI 2.1 (x2), DisplayPort, USB (x3) & 4-Pole Headphone out with DTS HP:X""}, {""priority"": ""7"", ""bullet_feature"": ""Slim bezel design with full tilt, height, and swivel adjustments""}]",https://lg.com/us/monitors/lg-45gr65dc-b-gaming-monitor,2023-10-29T00:00:00+00:00,Y
XG8T,MD09020665,XG8T Portable Bluetooth Speaker LG XBOOM with Powerful Sound and IP67 Rating,"[""audio"", ""b2c"", ""portable_bluetooth_speakers"", ""speakers""]",379.99,179.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""The ultimate on-the-go sound experience""}, {""priority"": ""2"", ""bullet_feature"": ""Military grade toughness built to withstand high temperatures, rain, sand and more¹""}, {""priority"": ""3"", ""bullet_feature"": ""Includes adjustable strap to offer freedom and convenience""}, {""priority"": ""4"", ""bullet_feature"": ""Enjoy up to 15 hours of continuous playback²""}, {""priority"": ""5"", ""bullet_feature"": ""IP67 dust and water resistance rating³ to keep the party pumping without worry""}, {""priority"": ""6"", ""bullet_feature"": ""Custom mood lighting presets so you can set the scene with just the right vibe""}]",https://lg.com/us/speakers/lg-xg8t-portable-speaker,2024-03-21T00:00:00+00:00,Y
S70TY,MD09021100,S70TY LG Soundbar for TV with Dolby Atmos® 3.1.1 channel,"[""audio"", ""b2c"", ""sound_bars""]",399.99,349.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""Perfectly Matches the LG QNED TV¹ ""}, {""priority"": ""2"", ""bullet_feature"": ""WOW Orchestra enhances the soundstage when used with an LG TV""}, {""priority"": ""3"", ""bullet_feature"": ""Immersive sound from Dolby Atmos®² with Up-firing center channel""}, {""priority"": ""4"", ""bullet_feature"": ""Control your soundbar and LG TV with one remote⁴""}, {""priority"": ""6"", ""bullet_feature"": ""Add rear surround sound with optional SPT8-S speaker kit""}, {""priority"": ""7"", ""bullet_feature"": ""7 speakers power 3D Spatial Sound that fills the room""}]",https://lg.com/us/soundbars/lg-s70ty-soundbar,2024-03-21T00:00:00+00:00,Y
34WR55QC-B,MD09022355,34 Inch UltraWide™ Curved Monitor with WQHD 1440P HDR10 Display 100Hz Refresh Rate and USB Type-C™,"[""b2c"", ""computing"", ""monitors"", ""ultrawide""]",349.99,299.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""34\"" WQHD (3440 x 1440) Curved Display""}, {""priority"": ""2"", ""bullet_feature"": ""sRGB 99% (Typ.), 3000:1 Contrast Rate, HDR 10""}, {""priority"": ""3"", ""bullet_feature"": ""100Hz Refresh Rate & USB Type-C 65W PD""}, {""priority"": ""4"", ""bullet_feature"": ""PBP, Auto Input Switch, Dual Controller, OnScreen Control""}, {""priority"": ""5"", ""bullet_feature"": ""AMD FreeSync™, Black Stabilizer, Dynamic Action Sync""}, {""priority"": ""6"", ""bullet_feature"": ""3-Side Virtually Borderless Design & Tilt/Height Adjustable Stand""}]",https://lg.com/us/monitors/lg-34wr55qc-b-ultrawide-monitor,2023-12-30T00:00:00+00:00,Y
XL9T,MD09022962,XL9T Bluetooth Speaker LG XBOOM with Dual 8 Inch Woofers and Pixel LED Lighting plus Karaoke Creator,"[""audio"", ""b2c"", ""party_speakers"", ""speakers""]",799.99,799.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""Ultimate tailgate speaker with booming sound""}, {""priority"": ""2"", ""bullet_feature"": ""Dual 8” Woofers for deep thumping bass""}, {""priority"": ""3"", ""bullet_feature"": ""Customizable Pixel LED Lighting¹""}, {""priority"": ""4"", ""bullet_feature"": ""Be the lead the singer on your favorite tracks² with Karaoke Creator""}, {""priority"": ""5"", ""bullet_feature"": ""2 Mic inputs for Karaoke Mic and Guitar ²""}, {""priority"": ""6"", ""bullet_feature"": ""DJ controls and Lighting FX in the LG XBOOM App²""}, {""priority"": ""7"", ""bullet_feature"": ""Grip ‘n Go design with handle and wheels""}]",https://lg.com/us/speakers/lg-xl9t-portable-speaker,2024-03-31T00:00:00+00:00,Y
27GS95QE-B,MD09028375,27 Inch UltraGear™ OLED QHD 1440P 240Hz 0.03ms G-Sync Compatible HDR True Black 400 Gaming Monitor - 27GS95QE-B,"[""b2c"", ""computing"", ""monitors"", ""ultragear"", ""ultragear_oled_gaming_monitors""]",899.99,699.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""The 27\"" OLED displays outrageous gaming speed at up to 240Hz and 0.03ms response time¹""}, {""priority"": ""2"", ""bullet_feature"": ""DisplayHDR™ True Black400 and 1.5M:1 contrast ratio displays rich blacks and vivid color""}, {""priority"": ""3"", ""bullet_feature"": ""Space-saving design with virtually borderless height, tilt, and pivot adjustable screen""}, {""priority"": ""4"", ""bullet_feature"": ""Smooth gaming, reduced screen tearing and stutter with NVIDIA® G-SYNC® compatibility²""}, {""priority"": ""5"", ""bullet_feature"": ""AMD FreeSync™ Premium Pro displays a fluid, virtually tear-free gaming experience""}]",https://lg.com/us/monitors/lg-27gs95qe-b-gaming-monitor,2024-01-31T00:00:00+00:00,Y
XG5QC,MD09029143,LG XBOOM Go XG5QC Portable Bluetooth Speaker w/ up to 18HR Battery,"[""audio"", ""b2c"", ""portable_bluetooth_speakers"", ""speakers""]",199.99,69.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""Experience powerful, clear audio and bass""}, {""priority"": ""2"", ""bullet_feature"": ""Up to 18 hours of battery life¹ keeps the party alive for longer""}, {""priority"": ""3"", ""bullet_feature"": ""Ready for fireside, poolside, or inside with IP67 dust and water resistance rating² ""}, {""priority"": ""4"", ""bullet_feature"": ""Light up the party with flashing LED lights that sync to the beat""}, {""priority"": ""5"", ""bullet_feature"": ""Hear the bass even with the volume on low""}, {""priority"": ""6"", ""bullet_feature"": ""Control your audio settings with the LG XBOOM App""}]",https://lg.com/us/speakers/lg-xg5qc-portable-bluetooth-speaker,2023-09-22T00:00:00+00:00,Y
39GS95QE-B,MD09029639,39 Inch UltraGear™ OLED WQHD 1440P 240Hz 0.03ms G-Sync Compatible 800R Curved Gaming Monitor,"[""b2c"", ""computing"", ""monitors"", ""ultragear"", ""ultragear_oled_gaming_monitors""]",1499.99,1099.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""The 39\"" UltraGear OLED's steep and dramatic 800R curve surrounds you in the action""}, {""priority"": ""2"", ""bullet_feature"": ""Outrageous OLED gaming speed at up to 240Hz and 0.03ms response time¹""}, {""priority"": ""3"", ""bullet_feature"": ""DisplayHDR™ True Black400 and 1.5M:1 contrast ratio displays rich blacks and vivid color""}, {""priority"": ""4"", ""bullet_feature"": ""Space-saving design with virtually borderless height, tilt, and pivot adjustable screen""}, {""priority"": ""5"", ""bullet_feature"": ""Smooth gaming, reduced screen tearing and stutter with NVIDIA® G-SYNC® compatibility²""}, {""priority"": ""6"", ""bullet_feature"": ""AMD FreeSync™ Premium Pro displays a fluid, virtually tear-free gaming experience""}]",https://lg.com/us/monitors/lg-39gs95qe-b-gaming-monitor,2024-02-29T00:00:00+00:00,Y
34GS95QE-B,MD09029692,34 Inch UltraGear™ OLED WQHD 1440P 240Hz 0.03ms G-Sync Compatible 800R Curved Gaming Monitor - 34GS95QE-B,"[""b2c"", ""computing"", ""monitors"", ""ultragear"", ""ultragear_oled_gaming_monitors""]",1299.99,899.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""The 34\"" UltraGear OLED's steep and dramatic 800R curve surrounds you in the action""}, {""priority"": ""2"", ""bullet_feature"": ""Outrageous OLED gaming speed at up to 240Hz and 0.03ms response time¹""}, {""priority"": ""3"", ""bullet_feature"": ""DisplayHDR™ True Black400 and 1.5M:1 contrast ratio displays rich blacks and vivid color""}, {""priority"": ""4"", ""bullet_feature"": ""Space-saving design with virtually borderless height, tilt, and pivot adjustable screen""}, {""priority"": ""5"", ""bullet_feature"": ""Smooth gaming, reduced screen tearing and stutter with NVIDIA® G-SYNC® compatibility²""}, {""priority"": ""6"", ""bullet_feature"": ""AMD FreeSync™ Premium Pro displays a fluid, virtually tear-free gaming experience""}]",https://lg.com/us/monitors/lg-34gs95qe-b-gaming-monitor,2024-02-29T00:00:00+00:00,Y
55UT7570PUB,MD09029726,LG 55 Inch Class UHD Series 4K UHD TV with webOS 24,"[""4k_uhd_tvs"", ""b2c"", ""tv_and_home_theater"", ""tvs""]",429.99,349.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""Bring your favorite content to life in 4K resolution ""}, {""priority"": ""2"", ""bullet_feature"": ""Browse popular streaming apps""}, {""priority"": ""4"", ""bullet_feature"": ""A thrilling watching experience powered by the α5 AI Processor Gen 7""}, {""priority"": ""5"", ""bullet_feature"": ""Enjoy the film's original formatting with FILMMAKER MODE™""}, {""priority"": ""6"", ""bullet_feature"": ""Quickly customize your gaming experience in one location with the LG Game Optimizer""}, {""priority"": ""7"", ""bullet_feature"": ""Experience immersive sound with AI-upgraded sound""}, {""priority"": ""8"", ""bullet_feature"": ""With webOS & LG Channels, browse your favorite streaming apps & view 300+ free channels. Enjoy up to 5 years of software updates with webOS Re:New¹⁴""}]",https://lg.com/us/tvs/lg-55ut7570pub-4k-uhd-tv,2024-03-25T00:00:00+00:00,Y
50QNED85TUA,MD09029863,50 Inch Class QNED 4K LED QNED85T series TV with webOS 24,"[""b2c"", ""qned_tvs"", ""tv_and_home_theater"", ""tvs""]",849.99,849.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""Experience rich dark-level detail, with minimal halo effect ""}, {""priority"": ""2"", ""bullet_feature"": ""Sharp, colorful picture with rich contrast, even in rooms with unwanted light""}, {""priority"": ""3"", ""bullet_feature"": ""Keep up with the action with a 120Hz refresh rate""}, {""priority"": ""4"", ""bullet_feature"": ""Local Dimming Pro improves contrast with more precise lighting control""}, {""priority"": ""5"", ""bullet_feature"": ""The α8 AI Processor use AI to deliver clear sound and crisp picture""}, {""priority"": ""6"", ""bullet_feature"": ""HDR10 Pro delivers a dramatic visual experience""}, {""priority"": ""7"", ""bullet_feature"": ""Enjoy the film's original formatting with FILMMAKER MODE™""}, {""priority"": ""8"", ""bullet_feature"": ""With webOS & LG Channels, browse your favorite streaming apps & view 300+ free channels. Enjoy up to 5 years of software updates with webOS Re:New¹⁴""}]",https://lg.com/us/tvs/lg-50qned85tua-qned-4k-tv,2024-02-26T00:00:00+00:00,Y
65QNED90TUA,MD09029879,65 Inch Class QNED 4K MiniLED QNED90T Series TV with webOS 24,"[""b2c"", ""qned_tvs"", ""tv_and_home_theater"", ""tvs""]",1899.99,1099.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""Experience rich dark-level detail, with minimal halo effect ""}, {""priority"": ""2"", ""bullet_feature"": ""Sharp, colorful picture with rich contrast, even in rooms with unwanted light""}, {""priority"": ""3"", ""bullet_feature"": ""Enjoy brighter colors and deeper blacks in dark scenes with LG Precision Dimming""}, {""priority"": ""4"", ""bullet_feature"": ""Enjoy movie magic from home with Dolby Vision™, Dolby Atmos®² & FILMMAKER MODE™""}, {""priority"": ""5"", ""bullet_feature"": ""The α8 AI Processor use AI to deliver clear sound and crisp picture""}, {""priority"": ""6"", ""bullet_feature"": ""Stay in the action with real-time play and virtually no tearing""}, {""priority"": ""7"", ""bullet_feature"": ""Keep up with the action with a 120Hz refresh rate""}, {""priority"": ""8"", ""bullet_feature"": ""With webOS & LG Channels, browse your favorite streaming apps & view 300+ free channels. Enjoy up to 5 years of software updates with webOS Re:New¹⁴""}]",https://lg.com/us/tvs/lg-65qned90tua-qned-4k-tv,2024-02-26T00:00:00+00:00,Y
OLED77G4WUA,MD09029891,LG G4 77 Inch Class OLED evo AI Smart TV 2024 - OLED77G4WUA,"[""b2c"", ""oled_evo_tvs"", ""oled_tvs"", ""tv_and_home_theater"", ""tvs""]",4599.99,2999.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""World's No.1 OLED TV Brand⁶, Celebrating 11 years of perfecting award-winning OLED TV technology""}, {""priority"": ""2"", ""bullet_feature"": ""With OLED’s over 8.3 million self-lit pixels see perfect black and luminous colors""}, {""priority"": ""3"", ""bullet_feature"": ""Alpha 11 AI Processor provides smooth, crisp picture and sound with AI Picture Pro and AI Super Upscaling""}, {""priority"": ""4"", ""bullet_feature"": ""Enjoy movie magic from home with Dolby Vision™, Dolby Atmos®¹² & FILMMAKER MODE™""}, {""priority"": ""5"", ""bullet_feature"": ""Ultimate Gaming with 144Hz Refresh Rate⁹, NVIDIA G-Sync, AMD FreeSync Premium and 0.1ms response time""}, {""priority"": ""6"", ""bullet_feature"": ""Brightness Booster Max technology magnifies each individual pixel for remarkably luminous detail ""}, {""priority"": ""7"", ""bullet_feature"": ""5 Year panel warranty and industry-leading OLED Care +  so you'll enjoy OLED for years to come""}, {""priority"": ""8"", ""bullet_feature"": ""With webOS & LG Channels, browse your favorite streaming apps & view 300+ free channels. Enjoy up to 5 years of software updates with webOS Re:New¹⁴""}]",https://lg.com/us/tvs/lg-oled77g4wua-oled-4k-tv,2024-03-21T00:00:00+00:00,Y
OLED55B4PUA,MD09029903,55 Inch Class LG OLED B4 4K Smart TV 2024,"[""b2c"", ""oled_tvs"", ""tv_and_home_theater"", ""tvs""]",1699.99,1099.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""World's No.1 OLED TV Brand⁹, Celebrating 11 years of perfecting award-winning OLED TV technology""}, {""priority"": ""2"", ""bullet_feature"": ""With OLED’s over 8.3 million self-lit pixels see perfect black and luminous colors""}, {""priority"": ""3"", ""bullet_feature"": ""Alpha 8 AI Processor detects what you're watching and automatically improves the picture and sound quality""}, {""priority"": ""4"", ""bullet_feature"": ""Enjoy movie magic from home with Dolby Vision™, Dolby Atmos®³ & FILMMAKER MODE™""}, {""priority"": ""5"", ""bullet_feature"": ""Packed with gaming features like NVIDIA G-Sync and 120Hz refresh rate""}, {""priority"": ""7"", ""bullet_feature"": ""4 HDMI 2.1 inputs ""}, {""priority"": ""8"", ""bullet_feature"": ""With webOS & LG Channels, browse your favorite streaming apps & view 300+ free channels. Enjoy up to 5 years of software updates with webOS Re:New¹⁴""}]",https://lg.com/us/tvs/lg-oled55b4pua-oled-4k-tv,2024-03-04T00:00:00+00:00,Y
